ID	index	answer	text	label
371	371	Wash and disinfect your hands promptly after riding in the elevator	What should you do to avoid riding in the elevator?	0
372	372	feverish people	What type of people have a need to take the elevator?	0
373	373	ventilation fans	What type of equipment should be kept open for a long time?	0
374	374	ventilation fans	What should be installed in the cabin for elevators?	0
375	375	10 minutes	How long is the ventilation time for elevators?	0
376	376	pneumonia epidemic	During what type of epidemic can elevator key panels and full disinfection be alternated?	0
377	377	the elevator operation should be stopped immediately and disposed of in accordance with the requirements of the health prevention department	What should be done if a confirmed or suspected case is found to have ridden in an elevator?	0
378	378	trained personnel with certain knowledge of disinfection	Who should carry out the elevator disinfection?	0
379	379	"wear work clothes, gloves, work shoes, masks, hats, goggles, etc."	What should personnel do when necessary?	0
380	380	when necessary	"When should personnel wear work clothes, gloves, work shoes, hats, goggles, etc.?"	0
381	381	disinfection medicine and items	What should be prepared before entering the elevator?	0
382	382	first be stopped and warning signs set	"Before starting disinfection, what should be done to the elevator?"	0
383	383	Clean the elevator thoroughly and then disinfect it	What should the elevator be stopped and warning signs set?	0
384	384	half an hour	How long should the car be irradiated by ultraviolet light?	0
385	385	disinfectant	What disinfectant can be dipped into the elevator?	0
386	386	sprayed and coated with a small amount of spraying bottle	How can hall door and car wall be disinfected?	0
387	387	wring out the wet rag and wipe the key panel and other parts	What should be done after disinfection for a specified period of time?	0
388	388	wet rag	What can be removed with to avoid residual disinfectant damage to human body?	0
389	389	retrieve the warning sign	What do you need to do to the elevator after disinfection is completed?	0
390	390	in bags	What do staff take off protective equipment and bring it back for disposal?	0
391	391	more than 1 meter	How long is the distance between people in the elevator?	0
392	392	six-step	What type of method does the elevator use?	0
393	393	Daily disinfection of shared items in the office	What is the most common contact area in the elevator?	0
394	394	75%	What percentage of alcohol wipes can be used in the elevator?	0
395	395	four times	How many times is a daily disinfection of shared items in the office?	0
396	396	wash hands before and after passing paper documents	What do you need to do when working in the office?	0
397	397	telephone and video conferencing	What can be used to reduce centralized meetings?	0
398	398	face-to-face meetings	During what type of meetings should all participants wear masks and wash their hands to disinfect before entering the meeting room?	0
399	399	1 meter	How many meters can separate meeting participants in the elevator?	0
400	400	once	"When a meeting is too long, open the window for ventilation?"	0
401	401	the venue and furniture	What must be disinfected after the meeting?	0
402	402	teaware	What should be disinfected by soaking in boiling water?	0
403	403	a mask	What is required to disinfect teaware before entering the office building?	0
404	404	temperature test	"Before entering the office building, first conduct what?"	0
405	405	No	What is the name of the type of conditions in Lakeland?	0
406	406	masks	What do outsiders need to wear before entering the office?	0
407	407	staggered meals	What do canteen meals Adopt?	0
408	408	bring their own lunch boxes and bring them back to the office for meals after purchase to avoid crowding	What is recommended for employees who are in a position to do?	0
409	409	once a day	When is the restaurant disinfected?	0
410	410	Disinfection of tableware	What is required at high temperature?	0
411	411	nutritious meals	"What should be prepared, light and palatable?"	0
412	412	Official Travel Travelers	Who must wear masks to travel and avoid dense crowds?	0
413	413	more than 1 meter	How far from human contact is it recommended that the shuttle bus be wiped with 75% alcohol once a day?	0
414	414	75%	How much alcohol should the interior and door handles of the shuttle bus be wiped with once a day when traveling?	0
415	415	75%	How much alcohol should the shuttle bus be wiped with to disinfect the interior and door handles after use?	0
416	416	"Logisticians Service personnel, security personnel and cleaning personnel"	Who must wear masks when working and keep a safe distance from people?	0
417	417	disposable rubber gloves	What must procurement staff wear to avoid direct hand contact with meat and poultry raw materials?	0
418	418	disposable rubber gloves	What must cleaning staff wear when working?	0
419	419	Security personnel	Who must wear masks and carefully inquire and register the status of outsiders?	0
420	420	Technical Guidelines for Public Transport Disinfection Operations	What is the name of the public transportation guide?	0
421	421	technical guide I	What is the name of the public transport disinfection operation?	0
422	422	pneumonia	What is the cause of the epidemic of novel coronavirus infection?	0
423	423	public transport staff need to carry out the following tasks	What does the staff operating guidelines do during an epidemic of novel coronavirus infection?	0
424	424	object surface disinfection	What is a good job of in an epidemic of novel coronavirus infection?	0
