personal protection	What should travelers do when a suspected or confirmed case appears?
self-isolate	What should travelers do when a suspected or confirmed case appears?
Strengthen the ventilation of the teaching and living environment	What do schools and childcare institutions do to maintain air circulation?
indoor and outdoor environmental hygiene	What do schools and childcare institutions need to clean?
indoor assemblies and other activities	What should not be held school-wide or garden-wide?
caregivers for children to wash their hands regularly	What are childcare institutions implemented daily by?
"music rooms, dance rooms, computer rooms"	What are examples of public classrooms that a group of students can go in and disinfect once?
chlorine-containing disinfectant	"What can be used to disinfect classroom desks, chairs, and other surfaces with high human contact?"
75%	What percentage of alcohol can be used for objects that are not resistant to corrosion?
30 minutes	How long should the action time be for disinfecting large areas of floors and walls?
respiratory infectious diseases	What is a common cause of death in children?
sound mechanism	"What should be established for contacting schools, parents, students, and medical institutions?"
Strengthen health monitoring and material stockpiling	What should be done to prevent illness in a nursing home?
the morning and afternoon checkups	What should a person implement to track the absence from school due to illness and the registration of the cause of the disease?
the school nurse's office	"Who should stock a certain number of medical masks, disposable gloves, hand sanitizer and cold medicine?"
prevention and control of respiratory infectious diseases	What is the main goal of health education?
"fever, malaise, dry cough and chest tightness"	What symptoms should you immediately wear a mask and seek medical attention in a timely manner to avoid attending classes with illness?
